"","Id","LotArea","Street","LotShape","LandContour","Utilities","Neighborhood","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","RoofStyle","Foundation","TotalBsmtSF","Heating","CentralAir","Electrical","GrLivArea","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","GarageType","GarageArea","MoSold","YrSold","SalePrice"
"1123",1123,8926,"Pave","IR1","Lvl","AllPub","Edwards","1Fam","1Story",4,3,1956,"Gable","CBlock",672,"GasA","Y","FuseA",960,1,0,3,1,"TA",5,0,"Basment",288,10,2009,"0"
"1124",1124,9405,"Pave","Reg","Lvl","AllPub","Edwards","1Fam","1Story",5,9,1947,"Hip","CBlock",698,"GasA","Y","SBrkr",698,1,0,2,1,"TA",4,0,"None",0,6,2009,"0"
"1125",1125,9125,"Pave","IR1","Lvl","AllPub","Gilbert","1Fam","SLvl",7,5,1992,"Gable","PConc",384,"GasA","Y","SBrkr",1482,2,1,3,1,"Gd",7,1,"Attchd",392,7,2007,"0"
"1126",1126,10434,"Pave","Reg","Lvl","AllPub","NAmes","1Fam","1Story",4,5,1955,"Gable","CBlock",1005,"GasA","Y","SBrkr",1005,1,0,2,1,"Fa",5,1,"Detchd",672,11,2009,"0"
"1127",1127,3684,"Pave","Reg","Lvl","AllPub","Blmngtn","TwnhsE","1Story",7,5,2007,"Hip","PConc",1373,"GasA","Y","SBrkr",1555,2,0,2,1,"Gd",7,1,"Attchd",660,6,2009,"0"
"1128",1128,14572,"Pave","IR3","Lvl","AllPub","Gilbert","1Fam","1Story",7,5,2004,"Hip","PConc",1530,"GasA","Y","SBrkr",1530,2,0,3,1,"Gd",7,1,"Attchd",630,11,2007,"1"
"1129",1129,11796,"Pave","IR1","Lvl","AllPub","Gilbert","1Fam","2Story",7,5,2004,"Gable","PConc",847,"GasA","Y","SBrkr",1959,2,1,4,1,"Gd",8,1,"BuiltIn",434,7,2007,"1"
"1130",1130,7200,"Pave","Reg","Lvl","AllPub","OldTown","Duplex","SFoyer",5,5,1980,"Gable","CBlock",936,"GasA","Y","SBrkr",936,1,0,2,1,"TA",4,0,"Detchd",672,8,2007,"0"
"1131",1131,7804,"Pave","Reg","Lvl","AllPub","SWISU","1Fam","1.5Fin",4,3,1928,"Gable","BrkTil",1122,"GasA","Y","SBrkr",1981,2,0,4,1,"Gd",7,2,"Detchd",576,12,2009,"0"
"1132",1132,10712,"Pave","Reg","Lvl","AllPub","Mitchel","1Fam","1Story",5,5,1991,"Gable","PConc",974,"GasA","Y","SBrkr",974,1,0,3,1,"TA",5,0,"None",0,9,2007,"0"
"1133",1133,9900,"Pave","Reg","Lvl","AllPub","OldTown","1Fam","2Story",6,4,1880,"Gable","BrkTil",1008,"GasW","Y","SBrkr",2210,2,0,5,1,"Fa",8,0,"Detchd",205,5,2007,"0"
"1134",1134,9828,"Pave","IR1","Lvl","AllPub","SawyerW","1Fam","2Story",8,5,1995,"Gable","PConc",1128,"GasA","Y","SBrkr",2020,2,1,3,1,"Gd",8,1,"Attchd",466,6,2009,"1"
"1135",1135,8773,"Pave","IR1","HLS","AllPub","Gilbert","1Fam","2Story",6,5,1997,"Gable","PConc",916,"GasA","Y","SBrkr",1600,2,1,3,1,"TA",7,1,"Attchd",460,8,2007,"0"
"1136",1136,6180,"Pave","Reg","Lvl","AllPub","BrkSide","1Fam","1Story",6,5,1926,"Gable","BrkTil",960,"GasA","N","SBrkr",986,1,0,2,1,"TA",5,1,"Detchd",180,5,2007,"0"
"1137",1137,9600,"Pave","Reg","Lvl","AllPub","NAmes","1Fam","1.5Fin",6,5,1950,"Gable","CBlock",1032,"GasA","Y","FuseA",1252,1,0,3,1,"TA",6,0,"Attchd",288,4,2008,"0"
"1138",1138,6342,"Pave","Reg","Lvl","AllPub","Sawyer","1Fam","1.5Fin",5,8,1875,"Gable","CBlock",780,"GasA","N","SBrkr",1020,1,0,2,1,"TA",6,0,"None",0,5,2010,"0"
"1139",1139,9819,"Pave","IR1","Lvl","AllPub","Mitchel","1Fam","1Story",6,5,1977,"Gable","PConc",1567,"GasA","Y","SBrkr",1567,2,0,2,1,"Gd",5,2,"Attchd",714,5,2009,"1"
"1140",1140,8731,"Pave","IR1","Lvl","AllPub","BrkSide","1Fam","1Story",5,5,1920,"Gable","BrkTil",915,"GasA","Y","SBrkr",1167,1,0,3,1,"TA",6,1,"Detchd",495,5,2007,"0"
"1141",1141,7350,"Pave","Reg","Lvl","AllPub","NAmes","1Fam","1Story",5,7,1951,"Gable","CBlock",952,"GasA","Y","SBrkr",952,1,0,2,1,"TA",4,0,"Detchd",840,6,2008,"0"
"1142",1142,10304,"Pave","IR1","Lvl","AllPub","NWAmes","1Fam","2Story",5,7,1976,"Gable","CBlock",780,"GasA","Y","SBrkr",1868,2,1,4,1,"Gd",9,1,"Attchd",484,10,2009,"1"
"1143",1143,9965,"Pave","Reg","Lvl","AllPub","CollgCr","1Fam","2Story",8,5,2006,"Hip","PConc",1466,"GasA","Y","SBrkr",2828,3,0,4,1,"Gd",11,1,"BuiltIn",1052,4,2007,"1"
"1144",1144,9000,"Pave","Reg","Lvl","AllPub","Sawyer","1Fam","1Story",5,3,1959,"Gable","CBlock",1006,"GasA","Y","SBrkr",1006,1,0,3,1,"TA",5,0,"None",0,7,2008,"0"
"1145",1145,12180,"Pave","Reg","Lvl","AllPub","Edwards","2fmCon","1.5Fin",4,4,1941,"Gable","BrkTil",672,"Grav","N","FuseA",924,1,0,2,1,"Fa",5,0,"Detchd",280,7,2010,"0"
"1146",1146,6240,"Pave","Reg","Lvl","AllPub","BrkSide","1Fam","1.5Fin",5,6,1928,"Gable","BrkTil",1042,"GasA","Y","SBrkr",1576,1,0,3,1,"TA",8,1,"Detchd",225,8,2006,"0"
"1147",1147,11200,"Pave","Reg","Lvl","AllPub","SawyerW","1Fam","1Story",6,5,1985,"Gable","CBlock",1298,"GasA","Y","SBrkr",1298,2,0,3,1,"Gd",5,1,"Attchd",403,5,2006,"0"
"1148",1148,12000,"Pave","Reg","Bnk","AllPub","Crawfor","1Fam","2Story",7,7,1941,"Gable","CBlock",704,"GasA","Y","SBrkr",1564,1,1,3,1,"Fa",7,1,"Attchd",234,7,2009,"0"
"1149",1149,5700,"Pave","Reg","Lvl","AllPub","OldTown","1Fam","1.5Fin",7,7,1926,"Gable","PConc",572,"GasA","Y","SBrkr",1111,1,0,2,1,"TA",5,1,"Detchd",288,8,2008,"0"
"1150",1150,9000,"Pave","Reg","Lvl","AllPub","OldTown","1Fam","2Story",7,9,1920,"Hip","PConc",650,"GasA","Y","SBrkr",1482,1,0,3,1,"TA",7,0,"Detchd",324,7,2009,"0"
"1151",1151,8280,"Pave","IR1","Lvl","AllPub","NAmes","1Fam","1Story",6,5,1950,"Gable","CBlock",932,"GasA","Y","FuseA",932,1,0,2,1,"Gd",4,1,"Attchd",306,11,2007,"0"
"1152",1152,17755,"Pave","Reg","Lvl","AllPub","Edwards","1Fam","1Story",5,4,1959,"Gable","CBlock",1466,"GasA","Y","SBrkr",1466,1,1,3,1,"Fa",6,2,"Attchd",528,11,2006,"0"
"1153",1153,14115,"Pave","IR1","Lvl","AllPub","Crawfor","1Fam","1Story",6,7,1956,"Gable","PConc",1073,"GasA","Y","SBrkr",1811,1,0,2,1,"Ex",6,1,"Attchd",470,7,2006,"1"
"1154",1154,5890,"Pave","Reg","Lvl","AllPub","IDOTRR","1Fam","1Story",6,8,1930,"Gable","BrkTil",816,"GasA","Y","SBrkr",816,1,0,2,1,"TA",5,0,"Detchd",432,6,2008,"0"
"1155",1155,13700,"Pave","IR1","Lvl","AllPub","NAmes","1Fam","2Story",7,6,1965,"Gable","CBlock",864,"GasA","Y","SBrkr",1820,1,2,4,1,"Gd",8,2,"Attchd",492,5,2008,"1"
"1156",1156,10768,"Pave","IR1","Lvl","AllPub","Veenker","1Fam","1Story",5,8,1976,"Gable","CBlock",1437,"GasA","Y","SBrkr",1437,2,0,3,1,"Gd",6,1,"Attchd",528,7,2007,"1"
"1157",1157,9350,"Pave","Reg","Lvl","AllPub","NAmes","1Fam","SLvl",5,8,1965,"Gable","PConc",1219,"GasA","Y","SBrkr",1265,2,0,3,1,"Gd",6,1,"Attchd",502,10,2008,"0"
"1158",1158,5001,"Pave","IR1","Lvl","AllPub","NridgHt","Twnhs","1Story",7,5,2007,"Gable","PConc",1314,"GasA","Y","SBrkr",1314,2,0,2,1,"Gd",6,1,"Attchd",626,7,2009,"1"
"1159",1159,11932,"Pave","Reg","Lvl","AllPub","Somerst","1Fam","1Story",8,5,2007,"Gable","PConc",1580,"GasA","Y","SBrkr",1580,2,0,3,1,"Gd",7,0,"Attchd",830,6,2008,"1"
"1160",1160,9120,"Pave","Reg","Lvl","AllPub","NWAmes","1Fam","2Story",6,6,1974,"Hip","CBlock",901,"GasA","Y","SBrkr",1876,2,1,4,1,"Gd",8,1,"Attchd",540,7,2008,"1"
"1161",1161,2280,"Pave","Reg","Lvl","AllPub","NPkVill","Twnhs","2Story",6,5,1978,"Gable","CBlock",855,"GasA","Y","SBrkr",1456,2,1,3,1,"TA",7,1,"Attchd",440,7,2010,"0"
"1162",1162,14778,"Pave","IR1","Low","AllPub","Crawfor","1Fam","1Story",6,7,1954,"Hip","CBlock",1296,"GasA","Y","SBrkr",1640,1,0,3,1,"Gd",7,1,"Detchd",924,11,2008,"1"
"1163",1163,8724,"Pave","Reg","Lvl","AllPub","Sawyer","1Fam","1Story",5,5,1968,"Gable","CBlock",894,"GasA","Y","SBrkr",894,1,0,3,1,"TA",5,1,"Attchd",450,5,2007,"0"
"1164",1164,12900,"Pave","Reg","Lvl","AllPub","Sawyer","Duplex","SFoyer",4,4,1969,"Gable","CBlock",1198,"GasA","Y","SBrkr",1258,0,2,0,2,"TA",6,0,"CarPort",400,1,2008,"0"
"1165",1165,16157,"Pave","IR1","Lvl","AllPub","Veenker","1Fam","SLvl",5,7,1978,"Gable","PConc",1360,"GasA","Y","SBrkr",1432,1,1,2,1,"Gd",5,1,"Attchd",588,6,2007,"1"
"1166",1166,9541,"Pave","IR1","Lvl","AllPub","NridgHt","1Fam","1Story",7,5,2009,"Gable","PConc",1502,"GasA","Y","SBrkr",1502,2,0,3,1,"Gd",7,0,"Attchd",644,9,2009,"1"
"1167",1167,10475,"Pave","IR1","Lvl","AllPub","CollgCr","1Fam","1Story",8,5,2008,"Gable","PConc",1694,"GasA","Y","SBrkr",1694,2,0,3,1,"Gd",7,0,"Attchd",776,2,2010,"1"
"1168",1168,10852,"Pave","IR1","Lvl","AllPub","Gilbert","1Fam","2Story",6,5,2000,"Gable","PConc",959,"GasA","Y","SBrkr",1671,2,1,3,1,"TA",7,1,"Attchd",472,2,2006,"0"
"1169",1169,13728,"Pave","Reg","Lvl","AllPub","Edwards","1Fam","2Story",6,7,1935,"Hip","CBlock",1127,"GasA","Y","SBrkr",2108,2,0,4,1,"Gd",7,2,"Basment",540,7,2008,"1"
"1170",1170,35760,"Pave","IR1","Lvl","AllPub","NoRidge","1Fam","2Story",10,5,1995,"Hip","PConc",1930,"GasA","Y","SBrkr",3627,3,1,4,1,"Gd",10,1,"Attchd",807,7,2006,"1"
"1171",1171,9880,"Pave","Reg","Lvl","AllPub","Mitchel","1Fam","SLvl",6,6,1977,"Gable","CBlock",1096,"GasA","Y","SBrkr",1118,1,0,3,1,"TA",6,1,"Attchd",358,7,2008,"0"
"1172",1172,9120,"Pave","Reg","Lvl","AllPub","NAmes","1Fam","1Story",6,6,1958,"Hip","CBlock",1261,"GasA","Y","SBrkr",1261,1,0,3,1,"TA",6,1,"Attchd",433,11,2008,"0"
"1173",1173,4017,"Pave","IR1","Lvl","AllPub","Somerst","TwnhsE","2Story",7,5,2006,"Gable","PConc",625,"GasA","Y","SBrkr",1250,2,1,2,1,"Gd",5,0,"Detchd",625,3,2008,"0"
"1174",1174,18030,"Pave","IR1","Bnk","AllPub","ClearCr","1Fam","1.5Fin",5,6,1946,"Gable","CBlock",1598,"GasA","Y","SBrkr",3086,3,0,3,1,"Ex",12,1,"None",0,3,2007,"1"
"1175",1175,16560,"Pave","IR1","Lvl","AllPub","Crawfor","1Fam","2Story",6,8,1932,"Gable","BrkTil",952,"GasA","Y","SBrkr",2345,2,1,4,1,"TA",9,1,"Detchd",360,7,2006,"1"
"1176",1176,10678,"Pave","Reg","Lvl","AllPub","NoRidge","1Fam","1.5Fin",8,5,1992,"Hip","PConc",1683,"GasA","Y","SBrkr",2872,2,1,4,1,"Gd",9,1,"Attchd",541,4,2007,"1"
"1177",1177,6951,"Pave","IR1","Lvl","AllPub","Mitchel","1Fam","1Story",5,5,1984,"Gable","CBlock",876,"GasA","Y","SBrkr",923,1,0,3,1,"TA",5,0,"Attchd",264,10,2008,"0"
"1178",1178,3950,"Pave","Reg","Bnk","AllPub","OldTown","1Fam","1.5Fin",6,8,1926,"Gable","CBlock",818,"GasA","Y","SBrkr",1224,1,0,3,1,"TA",5,0,"Detchd",210,12,2009,"0"
"1179",1179,7681,"Pave","IR1","Lvl","AllPub","Crawfor","1Fam","1.5Fin",5,6,1921,"Gable","BrkTil",731,"GasA","Y","SBrkr",1343,1,1,3,1,"TA",7,1,"Detchd",186,7,2009,"0"
"1180",1180,8335,"Pave","Reg","Lvl","AllPub","Edwards","1Fam","1Story",5,5,1954,"Gable","Slab",0,"GasA","Y","SBrkr",1124,1,0,3,1,"TA",5,1,"None",0,4,2006,"0"
"1181",1181,11170,"Pave","IR2","Lvl","AllPub","Timber","1Fam","2Story",7,5,1990,"Gable","Wood",1216,"GasA","Y","SBrkr",2514,2,1,4,1,"TA",8,0,"Attchd",693,4,2006,"1"
"1182",1182,5587,"Pave","IR1","HLS","AllPub","Crawfor","TwnhsE","1Story",8,5,2008,"Hip","PConc",1600,"GasA","Y","SBrkr",1652,2,0,2,1,"Gd",5,1,"Attchd",482,11,2008,"1"
"1183",1183,15623,"Pave","IR1","Lvl","AllPub","NoRidge","1Fam","2Story",10,5,1996,"Hip","PConc",2396,"GasA","Y","SBrkr",4476,3,1,4,1,"Ex",10,2,"Attchd",813,7,2007,"1"
"1184",1184,10800,"Pave","Reg","Lvl","AllPub","OldTown","1Fam","1Story",5,6,1920,"Hip","BrkTil",1120,"GasA","Y","SBrkr",1130,1,0,2,1,"TA",5,1,"Detchd",720,6,2006,"0"
"1185",1185,35133,"Grvl","Reg","Lvl","AllPub","Timber","1Fam","1Story",5,4,1963,"Hip","CBlock",1572,"GasA","Y","SBrkr",1572,1,1,3,1,"TA",5,2,"2Types",995,5,2007,"1"
"1186",1186,9738,"Pave","Reg","Lvl","AllPub","Edwards","1Fam","1.5Fin",5,7,1924,"Gable","BrkTil",784,"GasA","Y","SBrkr",1221,1,0,4,1,"TA",7,0,"Attchd",392,3,2006,"0"
"1187",1187,10615,"Pave","IR1","Bnk","AllPub","OldTown","2fmCon","2Story",3,5,1900,"Gable","CBlock",978,"GasA","Y","SBrkr",1699,2,0,3,2,"TA",7,0,"CarPort",420,8,2009,"0"
"1188",1188,12461,"Pave","Reg","Lvl","AllPub","NoRidge","1Fam","1Story",8,5,1994,"Gable","PConc",1624,"GasA","Y","SBrkr",1624,2,0,2,1,"Gd",5,1,"Attchd",757,7,2006,"1"
"1189",1189,8935,"Pave","IR1","Lvl","AllPub","CollgCr","1Fam","2Story",7,5,2002,"Gable","PConc",831,"GasA","Y","SBrkr",1660,2,1,3,1,"Gd",7,0,"Attchd",493,7,2009,"1"
"1190",1190,7500,"Pave","Reg","Lvl","AllPub","Gilbert","1Fam","2Story",7,5,1999,"Gable","PConc",994,"GasA","Y","SBrkr",1804,2,1,3,1,"Gd",7,1,"Attchd",442,6,2010,"1"
"1191",1191,32463,"Pave","Reg","Low","AllPub","Mitchel","2fmCon","1Story",4,4,1961,"Gable","CBlock",1249,"GasA","Y","SBrkr",1622,1,0,3,1,"TA",7,1,"2Types",1356,3,2007,"0"
"1192",1192,2645,"Pave","Reg","Lvl","AllPub","Somerst","Twnhs","2Story",8,5,1999,"Gable","PConc",776,"GasA","Y","SBrkr",1441,2,1,2,1,"Gd",5,0,"Detchd",492,11,2007,"0"
"1193",1193,9600,"Pave","Reg","Lvl","AllPub","OldTown","1Fam","1.5Fin",5,8,1925,"Gambrel","PConc",702,"GasA","Y","SBrkr",1472,1,0,3,1,"Gd",6,0,"Detchd",250,7,2007,"0"
"1194",1194,4500,"Pave","Reg","Lvl","AllPub","Mitchel","TwnhsE","1Story",6,5,1999,"Hip","PConc",1224,"GasA","Y","SBrkr",1224,2,0,2,1,"TA",5,0,"Attchd",402,6,2009,"0"
"1195",1195,9364,"Pave","Reg","Lvl","AllPub","Sawyer","1Fam","2Story",6,7,1969,"Gable","CBlock",663,"GasA","Y","SBrkr",1352,1,1,4,1,"TA",7,0,"Attchd",299,3,2010,"0"
"1196",1196,8029,"Pave","IR1","Lvl","AllPub","Gilbert","1Fam","2Story",6,5,2005,"Gable","PConc",728,"GasA","Y","SBrkr",1456,2,1,3,1,"Gd",8,0,"Attchd",400,7,2008,"0"
"1197",1197,14054,"Pave","IR1","Lvl","AllPub","Gilbert","1Fam","2Story",7,5,2006,"Gable","PConc",879,"GasA","Y","SBrkr",1863,2,1,4,1,"Gd",9,1,"BuiltIn",660,11,2006,"1"
"1198",1198,8850,"Pave","IR1","Bnk","AllPub","OldTown","1Fam","2.5Unf",7,6,1916,"Gable","BrkTil",815,"GasA","Y","SBrkr",1690,1,0,3,1,"TA",7,1,"Detchd",225,7,2006,"0"
"1199",1199,9100,"Pave","Reg","Lvl","AllPub","CollgCr","1Fam","1Story",7,5,2001,"Gable","PConc",1212,"GasA","Y","SBrkr",1212,2,0,3,1,"Gd",6,0,"Attchd",573,6,2009,"0"
"1200",1200,11235,"Pave","Reg","Lvl","AllPub","Sawyer","1Fam","1Story",4,5,1963,"Gable","CBlock",1051,"GasA","Y","SBrkr",1382,1,1,3,1,"TA",6,1,"Attchd",459,10,2006,"0"
"1201",1201,9353,"Pave","Reg","Lvl","AllPub","NAmes","1Fam","1Story",4,5,1970,"Gable","CBlock",864,"GasA","Y","SBrkr",864,1,0,3,1,"TA",5,0,"Attchd",280,7,2006,"0"
"1202",1202,10400,"Pave","Reg","Lvl","AllPub","CollgCr","1Fam","2Story",7,5,1998,"Gable","PConc",866,"GasA","Y","SBrkr",1779,2,1,3,1,"Gd",6,0,"Attchd",546,3,2009,"1"
"1203",1203,6000,"Pave","Reg","Lvl","AllPub","BrkSide","1Fam","1.5Fin",5,8,1925,"Gable","BrkTil",884,"GasA","Y","SBrkr",1348,1,0,3,1,"TA",5,1,"Detchd",216,5,2009,"0"
"1204",1204,9750,"Pave","Reg","Lvl","AllPub","CollgCr","1Fam","1Story",7,5,2000,"Gable","PConc",1630,"GasA","Y","SBrkr",1630,2,0,3,1,"Gd",6,1,"Attchd",451,10,2009,"1"
"1205",1205,10140,"Pave","Reg","Lvl","AllPub","NWAmes","1Fam","1Story",5,6,1975,"Gable","CBlock",1056,"GasA","Y","SBrkr",1074,1,1,3,1,"TA",6,0,"Attchd",495,7,2006,"0"
"1206",1206,14684,"Pave","IR1","Lvl","AllPub","SawyerW","1Fam","1Story",7,7,1990,"Hip","CBlock",2158,"GasA","Y","SBrkr",2196,2,0,3,1,"Gd",7,1,"Attchd",701,6,2009,"1"
"1207",1207,8900,"Pave","Reg","Lvl","AllPub","SawyerW","1Fam","1Story",4,4,1966,"Gable","CBlock",1056,"GasA","Y","SBrkr",1056,1,0,2,1,"TA",5,0,"Detchd",384,11,2006,"0"
"1208",1208,9135,"Pave","Reg","Lvl","AllPub","CollgCr","1Fam","1Story",6,5,2003,"Gable","PConc",1682,"GasA","Y","SBrkr",1700,2,0,3,1,"Gd",7,0,"Attchd",544,5,2006,"1"
"1209",1209,7763,"Pave","Reg","Lvl","AllPub","NAmes","1Fam","1Story",5,7,1962,"Gable","CBlock",931,"GasA","Y","SBrkr",1283,1,0,3,1,"TA",6,0,"Detchd",506,10,2008,"0"
"1210",1210,10182,"Pave","IR1","Lvl","AllPub","Somerst","1Fam","1Story",8,5,2006,"Hip","PConc",1660,"GasA","Y","SBrkr",1660,2,0,3,1,"Gd",8,1,"Attchd",500,5,2006,"1"
"1211",1211,11218,"Pave","Reg","Lvl","AllPub","SawyerW","1Fam","2Story",6,5,1992,"Gable","PConc",1055,"GasA","Y","SBrkr",1845,2,1,3,1,"Gd",8,1,"Attchd",462,5,2010,"1"
"1212",1212,12134,"Pave","IR1","Bnk","AllPub","Gilbert","1Fam","1.5Fin",8,7,1988,"Gable","Wood",559,"GasA","Y","SBrkr",1752,2,0,4,1,"TA",8,0,"Basment",492,6,2010,"0"
"1213",1213,9340,"Pave","Reg","Lvl","AllPub","Edwards","1Fam","1Story",4,6,1941,"Hip","CBlock",672,"GasA","Y","SBrkr",672,1,0,2,1,"TA",4,0,"Attchd",234,8,2009,"0"
"1214",1214,10246,"Pave","IR1","Lvl","AllPub","Sawyer","1Fam","SLvl",4,9,1965,"Gable","CBlock",648,"GasA","Y","SBrkr",960,0,0,0,1,"TA",3,0,"Attchd",364,5,2006,"0"
"1215",1215,10205,"Pave","IR1","Lvl","AllPub","NAmes","1Fam","SFoyer",5,5,1962,"Gable","CBlock",925,"GasA","Y","SBrkr",999,1,0,3,1,"TA",6,0,"Attchd",300,5,2006,"0"
"1216",1216,7094,"Pave","IR1","Lvl","AllPub","Sawyer","1Fam","1Story",5,5,1966,"Gable","CBlock",894,"GasA","Y","SBrkr",894,1,0,3,1,"TA",5,0,"Detchd",384,5,2007,"0"
"1217",1217,8930,"Pave","Reg","Lvl","AllPub","Sawyer","Duplex","1.5Fin",6,5,1978,"Gable","Slab",0,"GasA","Y","SBrkr",1902,2,0,4,2,"TA",8,0,"Attchd",539,4,2010,"0"
"1218",1218,8640,"Pave","Reg","Lvl","AllPub","Somerst","1Fam","1Story",8,5,2009,"Gable","PConc",1300,"GasA","Y","SBrkr",1314,2,0,3,1,"Gd",6,0,"Attchd",552,9,2009,"1"
"1219",1219,6240,"Pave","Reg","Lvl","AllPub","BrkSide","1Fam","1.5Fin",4,5,1947,"Gable","Slab",0,"GasA","N","SBrkr",912,1,0,2,1,"TA",3,0,"None",0,7,2006,"0"
"1220",1220,1680,"Pave","Reg","Lvl","AllPub","BrDale","Twnhs","2Story",6,5,1971,"Gable","CBlock",672,"GasA","Y","SBrkr",1218,1,1,3,1,"TA",7,0,"None",0,4,2006,"0"
"1221",1221,7800,"Pave","IR1","Lvl","AllPub","NAmes","1Fam","1Story",5,5,1964,"Gable","CBlock",912,"GasA","Y","SBrkr",912,1,0,2,1,"TA",5,0,"Attchd",288,11,2006,"0"
"1222",1222,8250,"Pave","Reg","Lvl","AllPub","Sawyer","1Fam","1Story",5,5,1968,"Hip","CBlock",952,"GasA","Y","SBrkr",1211,1,0,3,1,"TA",5,1,"Attchd",322,8,2008,"0"
"1223",1223,10496,"Pave","Reg","Lvl","AllPub","NAmes","1Fam","1.5Fin",6,6,1949,"Gable","CBlock",1040,"GasA","Y","SBrkr",1846,2,0,3,1,"TA",7,1,"Attchd",315,1,2007,"0"
"1224",1224,10680,"Pave","Reg","Lvl","AllPub","NAmes","1Fam","1Story",5,3,1951,"Hip","CBlock",2136,"GasA","N","FuseA",2136,2,0,4,1,"TA",7,0,"Detchd",528,10,2006,"0"
"1225",1225,15384,"Pave","IR1","Lvl","AllPub","Gilbert","1Fam","2Story",7,5,2004,"Gable","PConc",788,"GasA","Y","SBrkr",1490,2,1,3,1,"Gd",8,1,"Attchd",388,2,2008,"1"
"1226",1226,10482,"Pave","Reg","Lvl","AllPub","NAmes","1Fam","SLvl",6,8,1958,"Hip","CBlock",588,"GasA","Y","SBrkr",1138,1,0,3,1,"TA",6,0,"Attchd",264,6,2007,"0"
"1227",1227,14598,"Pave","IR1","Lvl","AllPub","Somerst","1Fam","2Story",6,5,2007,"Gable","PConc",894,"GasA","Y","SBrkr",1933,2,1,4,1,"Gd",9,1,"BuiltIn",668,1,2008,"1"
"1228",1228,8872,"Pave","Reg","Lvl","AllPub","NAmes","1Fam","1Story",5,8,1965,"Gable","CBlock",912,"GasA","Y","SBrkr",912,1,0,2,1,"Gd",5,0,"Detchd",576,12,2008,"0"
"1229",1229,8769,"Pave","Reg","Lvl","AllPub","NridgHt","TwnhsE","1Story",9,5,2008,"Hip","PConc",1702,"GasA","Y","SBrkr",1702,1,1,1,1,"Ex",7,1,"Attchd",1052,10,2008,"1"
"1230",1230,7910,"Pave","Reg","Lvl","AllPub","NAmes","1Fam","SLvl",5,5,1960,"Hip","CBlock",1075,"GasA","Y","SBrkr",1507,2,0,4,1,"TA",7,0,"Basment",404,8,2008,"0"
"1231",1231,18890,"Pave","IR1","Lvl","AllPub","Sawyer","Duplex","1.5Fin",5,5,1977,"Shed","CBlock",1361,"GasA","Y","SBrkr",2620,2,2,4,2,"TA",12,1,"BuiltIn",600,8,2007,"1"
"1232",1232,7728,"Pave","Reg","Lvl","AllPub","NAmes","Duplex","SLvl",5,6,1962,"Hip","CBlock",1106,"GasA","Y","SBrkr",1190,1,0,3,1,"TA",6,0,"Attchd",540,5,2006,"0"
"1233",1233,9842,"Pave","Reg","Lvl","AllPub","NAmes","Duplex","1Story",4,5,1962,"Gable","Slab",0,"GasA","Y","SBrkr",1224,2,0,2,2,"TA",6,0,"CarPort",462,3,2007,"0"
"1234",1234,12160,"Pave","IR1","Lvl","AllPub","NAmes","1Fam","1Story",5,5,1959,"Hip","CBlock",1188,"GasA","Y","SBrkr",1188,1,0,3,1,"TA",6,0,"Attchd",531,5,2010,"0"
"1235",1235,8525,"Pave","Reg","Bnk","AllPub","SWISU","1Fam","2Story",5,6,1911,"Gable","PConc",940,"GasA","N","FuseA",1964,1,1,4,1,"TA",7,0,"None",0,11,2008,"0"
"1236",1236,13132,"Pave","Reg","Lvl","AllPub","Crawfor","1Fam","2Story",5,5,1914,"Gable","BrkTil",747,"GasA","Y","FuseF",1784,1,1,4,1,"TA",9,0,"Detchd",180,7,2006,"0"
"1237",1237,2628,"Pave","Reg","Lvl","AllPub","NridgHt","Twnhs","2Story",7,5,2003,"Gable","PConc",764,"GasA","Y","SBrkr",1626,2,1,2,1,"Gd",6,0,"BuiltIn",474,6,2010,"0"
"1238",1238,12393,"Pave","IR2","Lvl","AllPub","CollgCr","1Fam","2Story",7,5,2004,"Gable","PConc",847,"GasA","Y","SBrkr",1948,2,1,4,1,"Gd",8,1,"BuiltIn",434,9,2006,"1"
"1239",1239,13072,"Pave","Reg","Lvl","AllPub","SawyerW","1Fam","1Story",6,5,2005,"Gable","PConc",1141,"GasA","Y","SBrkr",1141,1,1,3,1,"TA",6,0,"Detchd",484,3,2006,"0"
"1240",1240,9037,"Pave","IR1","HLS","AllPub","Timber","1Fam","1Story",8,5,2006,"Hip","PConc",1476,"GasA","Y","SBrkr",1484,2,0,2,1,"Ex",6,1,"Attchd",472,12,2007,"1"
"1241",1241,8158,"Pave","Reg","Lvl","AllPub","CollgCr","1Fam","2Story",7,5,2003,"Gable","PConc",884,"GasA","Y","SBrkr",1768,2,1,3,1,"Gd",8,0,"Attchd",543,7,2008,"1"
"1242",1242,9849,"Pave","Reg","Lvl","AllPub","Somerst","1Fam","1Story",7,6,2007,"Hip","PConc",1689,"GasA","Y","SBrkr",1689,2,0,3,1,"Gd",7,0,"Attchd",954,6,2007,"1"
"1243",1243,10625,"Pave","Reg","Lvl","AllPub","NWAmes","1Fam","SFoyer",7,6,1974,"Gable","CBlock",1053,"GasA","Y","SBrkr",1173,2,0,3,1,"Gd",6,2,"Attchd",528,1,2010,"0"
